domain_name,unified_sentiment,Sentences_clean,Aspects_clean,Aspects_sentiments_list,Aspects_list
Hotels,1.0,في زيارتي الأخيرة، بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر أما الموقع فـ مقبول ولا بأس به مقارنة بالسعر بالإضافة إلى ذلك، الغرفة واسعة ومريحة بشكل استثنائي,الإفطار، الموقع، الغرفة,"[0, 0, 1]","['الإفطار', 'الموقع', 'الغرفة']"
Hotels,0.0,بصراحة، الموقع استراتيجي وقريب من كل الفعاليات، كما أن إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا. والغرفة ضيقة جداً ومكتومة وبالنسبة للإفطار فـ جودة الطعام في كانت ضعيفة جداً,الموقع، الاستقبال، الغرفة، الإفطار,"[1, 0, -1, -1]","['الموقع', 'الاستقبال', 'الغرفة', 'الإفطار']"
Hotels,-1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الغرفة كانت عادية وتفي بالغرض. تعامل الاستقبال كان جافاً وغير احترافي,الغرفة، الاستقبال,"[0, -1]","['الغرفة', 'الاستقبال']"
Hotels,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: موقع الفندق يعتبر متوسطا من حيث القرب للخدمات بالإضافة إلى ذلك، طاقم الاستقبال كان عادياً في التعامل,الموقع، الاستقبال,"[0, 0]","['الموقع', 'الاستقبال']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، مستوى الخدمة لا بأس به بالإضافة إلى ذلك، الأسعار كانت متوسطة ومناسبة لجودة المكان أما الأكل فالطلبات كانت متوسطة المستوى ولا بأس بها. والنظافة معدومة في هذا المطعم,الخدمة، الأسعار، الأكل، النظافة,"[0, 0, 0, -1]","['الخدمة', 'الأسعار', 'الأكل', 'النظافة']"
Restaurants,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: نظافة المطعم ممتازة جداً أما الأكل فالطلبات كانت متوسطة المستوى ولا بأس بها أما الخدمة فـ سرعة كانت في المعدل الطبيعي والمقبول,النظافة، الأكل، الخدمة,"[1, 0, 0]","['النظافة', 'الأكل', 'الخدمة']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، الإفطار كان مقبولاً لكنه يفتقر للتنوع وبالنسبة للموقع فـ لا يتميز بشيء خاص ولكنه مناسب في حين أن الغرفة واسعة ومريحة بشكل استثنائي بالإضافة إلى ذلك، طاقم الاستقبال كان عادياً في التعامل,الإفطار، الموقع، الغرفة، الاستقبال,"[0, 0, 1, 0]","['الإفطار', 'الموقع', 'الغرفة', 'الاستقبال']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، الاستقبال كان مقبولا بشكل عام، كما أن الموقع استراتيجي وقريب من كل الفعاليات أما الإفطار فـ سيء جداً والخيارات محدودة في حين أن الغرفة كانت عادية وتفي بالغرض,الاستقبال، الموقع، الإفطار، الغرفة,"[0, 1, -1, 0]","['الاستقبال', 'الموقع', 'الإفطار', 'الغرفة']"
Hotels,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: ترحيب حار جداً من طاقم الاستقبال في حين أن الموقع مقبول ولا بأس به مقارنة بالسعر وبالنسبة للغرفة فـ أثاث يبدو عادياً ليس حديثاً ولا قديماً جداً، كما أن وجبة الإفطار كانت عادية ولم تكن مميزة,الاستقبال، الموقع، الغرفة، الإفطار,"[1, 0, 0, 0]","['الاستقبال', 'الموقع', 'الغرفة', 'الإفطار']"
Restaurants,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: المكان يلمع من النظافة والاهتمام بالتفاصيل وبالنسبة للأكل فـ كان لذيذاً جداً وأنصح به بشدة أما الخدمة فـ في المطعم كانت روتينية,النظافة، الأكل، الخدمة,"[1, 1, 0]","['النظافة', 'الأكل', 'الخدمة']"
Restaurants,1.0,بصراحة، قيمة رائعة مقابل المال والأسعار جداً معقولة في حين أن طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة وبالنسبة للخدمة فـ سريعة جداً وطاقم العمل ودود,الأسعار، الأكل، الخدمة,"[1, 0, 1]","['الأسعار', 'الأكل', 'الخدمة']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، نظافة المطعم ممتازة جداً. تعامل الويترز كان عادياً بالإضافة إلى ذلك، السعر كان عاديا وليس مبالغا فيه. الأكل مقبول لكنني تذوقت أفضل منه,النظافة، الخدمة، الأسعار، الأكل,"[1, 0, 0, 0]","['النظافة', 'الخدمة', 'الأسعار', 'الأكل']"
Hotels,0.0,موقع الفندق يعتبر متوسطا من حيث القرب للخدمات أما الإفطار فـ سيء جداً والخيارات محدودة. والغرفة واسعة ومريحة بشكل استثنائي,الموقع، الإفطار، الغرفة,"[0, -1, 1]","['الموقع', 'الإفطار', 'الغرفة']"
Attractions,0.0,التنظيم داخل المرفق كان عاديا في حين أن أسعار الدخول طبيعية مقارنة بالفعاليات,التنظيم، التذاكر,"[0, 0]","['التنظيم', 'التذاكر']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: تعامل الويترز كان عادياً. ونظافة المكان بشكل عام كانت مقبولة,الخدمة، النظافة,"[0, 0]","['الخدمة', 'النظافة']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الفعاليات كانت تقليدية ومكررة في حين أن مساحة المكان وتصميمه مقبول ولا بأس به، كما أن ترتيب الدخول كان يسير بشكل طبيعي. وأسعار الدخول طبيعية مقارنة بالفعاليات,الفعاليات، المكان، التنظيم، التذاكر,"[0, 0, 0, 0]","['الفعاليات', 'المكان', 'التنظيم', 'التذاكر']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، طاقم الاستقبال كان عادياً في التعامل وبالنسبة للموقع فـ موقع الفندق يعتبر متوسطا من حيث القرب للخدمات في حين أن مساحة الغرفة كانت متوسطة كما توقعنا,الاستقبال، الموقع، الغرفة,"[0, 0, 0]","['الاستقبال', 'الموقع', 'الغرفة']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، مستوى الخدمة لا بأس به في حين أن الطلبات كانت متوسطة المستوى ولا بأس بها,الخدمة، الأكل,"[0, 0]","['الخدمة', 'الأكل']"
Attractions,1.0,التجربة بشكل عام كانت متفاوتة، التنظيم رائع جداً وسلس للغاية أما الفعاليات فالأنشطة الموجودة لا بأس بها للأطفال,التنظيم، الفعاليات,"[1, 0]","['التنظيم', 'الفعاليات']"
Restaurants,1.0,قرأت تقييمات كثيرة وقررت التجربة، تعامل الويترز كان عادياً، كما أن بالنسبة للأكل فهو بمستوى طبيعي، كما أن الأسعار ممتازة ورخيصة مقارنة بالكمية,الخدمة، الأكل، الأسعار,"[0, 0, 1]","['الخدمة', 'الأكل', 'الأسعار']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: لا بأس بالتنظيم بشكل عام أما التذاكر فـ ليست رخيصة ولا غالية بل في المعقول في حين أن الفعاليات مقبولة وتمضية وقت ليس إلا,التنظيم، التذاكر، الفعاليات,"[0, 0, 0]","['التنظيم', 'التذاكر', 'الفعاليات']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الوجهة كانت عادية ولم تبهرني كثيراً. الفعاليات مقبولة وتمضية وقت ليس إلا. التذاكر ليست رخيصة ولا غالية بل في المعقول,المكان، الفعاليات، التذاكر,"[0, 0, 0]","['المكان', 'الفعاليات', 'التذاكر']"
Restaurants,0.0,طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة أما النظافة فـ مستوى عادي ولا بأس به,الأكل، النظافة,"[0, 0]","['الأكل', 'النظافة']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها، كما أن طاقم الاستقبال كان عادياً في التعامل,الغرفة، الاستقبال,"[0, 0]","['الغرفة', 'الاستقبال']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، التذاكر ليست رخيصة ولا غالية بل في المعقول، كما أن الوجهة كانت عادية ولم تبهرني كثيراً,التذاكر، المكان,"[0, 0]","['التذاكر', 'المكان']"
Attractions,-1.0,قرأت تقييمات كثيرة وقررت التجربة، المكان كئيب وممل جداً في حين أن الإدارة والتنظيم بمستوى مقبول,المكان، التنظيم,"[-1, 0]","['المكان', 'التنظيم']"
Hotels,-1.0,بصراحة، موقع الفندق سيء ويصعب الوصول إليه أما الاستقبال فـ واجهنا بطء شديد ومماطلة من موظفي أما الغرفة فـ مساحة كانت متوسطة كما توقعنا بالإضافة إلى ذلك، وجبة الإفطار كانت عادية ولم تكن مميزة,الموقع، الاستقبال، الغرفة، الإفطار,"[-1, -1, 0, 0]","['الموقع', 'الاستقبال', 'الغرفة', 'الإفطار']"
Restaurants,0.0,بصراحة، الطاولات كانت نظيفة بشكل معتاد وبالنسبة للخدمة فـ مستوى لا بأس به أما الأسعار فـ أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى,النظافة، الخدمة، الأسعار,"[0, 0, 0]","['النظافة', 'الخدمة', 'الأسعار']"
Restaurants,-1.0,لم يعجبني الأكل إطلاقاً وكان دون المستوى في حين أن أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى,الأكل، الأسعار,"[-1, 0]","['الأكل', 'الأسعار']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، الموقع لا يتميز بشيء خاص ولكنه مناسب أما الغرفة فـ أثاث يبدو عادياً ليس حديثاً ولا قديماً جداً. والإفطار كان مقبولاً لكنه يفتقر للتنوع,الموقع، الغرفة، الإفطار,"[0, 0, 0]","['الموقع', 'الغرفة', 'الإفطار']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: ترتيب الدخول كان يسير بشكل طبيعي بالإضافة إلى ذلك، أسعار الدخول طبيعية مقارنة بالفعاليات في حين أن المكان ساحر وجميل جداً للتصوير، كما أن الفعاليات كانت تقليدية ومكررة,التنظيم، التذاكر، المكان، الفعاليات,"[0, 0, 1, 0]","['التنظيم', 'التذاكر', 'المكان', 'الفعاليات']"
Attractions,0.0,الوجهة كانت عادية ولم تبهرني كثيراً وبالنسبة للتنظيم فالإدارة و بمستوى مقبول. والفعاليات كانت تقليدية ومكررة، كما أن سعر التذاكر كان متوسطا ومقبولا,المكان، التنظيم، الفعاليات، التذاكر,"[0, 0, 0, 0]","['المكان', 'التنظيم', 'الفعاليات', 'التذاكر']"
Hotels,-1.0,التجربة بشكل عام كانت متفاوتة، موقع الفندق سيء ويصعب الوصول إليه أما الإفطار فـ وجبة كانت عادية ولم تكن مميزة,الموقع، الإفطار,"[-1, 0]","['الموقع', 'الإفطار']"
Attractions,0.0,في زيارتي الأخيرة، التنظيم داخل المرفق كان عاديا وبالنسبة للفعاليات فـ مقبولة وتمضية وقت ليس إلا. وقيمة التذكرة عادية، كما أن لا أنصح بزيارة المكان فهو سيء للغاية,التنظيم، الفعاليات، التذاكر، المكان,"[0, 0, 0, -1]","['التنظيم', 'الفعاليات', 'التذاكر', 'المكان']"
Attractions,0.0,بصراحة، بشكل عام المكان طبيعي كأي حديقة أخرى وبالنسبة للتذاكر فـ أسعار الدخول طبيعية مقارنة بالفعاليات. التنظيم داخل المرفق كان عاديا,المكان، التذاكر، التنظيم,"[0, 0, 0]","['المكان', 'التذاكر', 'التنظيم']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: الطاولات كانت نظيفة بشكل معتاد بالإضافة إلى ذلك، الأكل مقبول لكنني تذوقت أفضل منه وبالنسبة للخدمة فـ سريعة جداً وطاقم العمل ودود، كما أن أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى,النظافة، الأكل، الخدمة، الأسعار,"[0, 0, 1, 0]","['النظافة', 'الأكل', 'الخدمة', 'الأسعار']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، الفعاليات مملة جداً ولا يوجد تجديد أما التنظيم فـ سيء جداً وهناك عشوائية في المكان بالإضافة إلى ذلك، مساحة المكان وتصميمه مقبول ولا بأس به. أسعار التذاكر رخيصة جداً ومناسبة للجميع,الفعاليات، التنظيم، المكان، التذاكر,"[-1, -1, 0, 1]","['الفعاليات', 'التنظيم', 'المكان', 'التذاكر']"
Attractions,0.0,بشكل عام المكان طبيعي كأي حديقة أخرى في حين أن الفعاليات مقبولة وتمضية وقت ليس إلا. قيمة التذكرة عادية,المكان، الفعاليات، التذاكر,"[0, 0, 0]","['المكان', 'الفعاليات', 'التذاكر']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، موقع الفندق سيء ويصعب الوصول إليه. وإجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا في حين أن أعجبتني الغرفة بنظافتها الفائقة وتصميمها الرائع,الموقع، الاستقبال، الغرفة,"[-1, 0, 1]","['الموقع', 'الاستقبال', 'الغرفة']"
Attractions,0.0,في زيارتي الأخيرة، الإدارة والتنظيم بمستوى مقبول، كما أن الأنشطة الموجودة لا بأس بها للأطفال في حين أن المكان يعتبر جيد لقضاء بعض الوقت بالإضافة إلى ذلك، التذكرة لا تستحق هذا السعر المرتفع إطلاقاً,التنظيم، الفعاليات، المكان، التذاكر,"[0, 0, 0, -1]","['التنظيم', 'الفعاليات', 'المكان', 'التذاكر']"
Restaurants,0.0,بصراحة، الخدمة في المطعم كانت روتينية، كما أن طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة بالإضافة إلى ذلك، الأسعار مبالغ فيها وغالية جداً. والطاولات كانت نظيفة بشكل معتاد,الخدمة، الأكل، الأسعار، النظافة,"[0, 0, -1, 0]","['الخدمة', 'الأكل', 'الأسعار', 'النظافة']"
Hotels,-1.0,الإفطار سيء جداً والخيارات محدودة وبالنسبة للاستقبال فـ تعامل كان جافاً وغير احترافي، كما أن الغرفة كانت عادية وتفي بالغرض,الإفطار، الاستقبال، الغرفة,"[-1, -1, 0]","['الإفطار', 'الاستقبال', 'الغرفة']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، بالنسبة للأكل فهو بمستوى طبيعي بالإضافة إلى ذلك، الأسعار مبالغ فيها وغالية جداً في حين أن نظافة المكان بشكل عام كانت مقبولة في حين أن مستوى الخدمة لا بأس به,الأكل، الأسعار، النظافة، الخدمة,"[0, -1, 0, 0]","['الأكل', 'الأسعار', 'النظافة', 'الخدمة']"
Restaurants,-1.0,قرأت تقييمات كثيرة وقررت التجربة، مستوى النظافة عادي ولا بأس به في حين أن لم يعجبني الأكل إطلاقاً وكان دون المستوى في حين أن مستوى الخدمة لا بأس به,النظافة، الأكل، الخدمة,"[0, -1, 0]","['النظافة', 'الأكل', 'الخدمة']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الأسعار كانت متوسطة ومناسبة لجودة المكان وبالنسبة للخدمة فـ مستوى لا بأس به,الأسعار، الخدمة,"[0, 0]","['الأسعار', 'الخدمة']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، مساحة المكان وتصميمه مقبول ولا بأس به في حين أن قيمة التذكرة عادية. والتنظيم سيء جداً وهناك عشوائية في المكان أما الفعاليات فالأنشطة الموجودة لا بأس بها للأطفال,المكان، التذاكر، التنظيم، الفعاليات,"[0, 0, -1, 0]","['المكان', 'التذاكر', 'التنظيم', 'الفعاليات']"
Restaurants,-1.0,في زيارتي الأخيرة، بالنسبة للأكل فهو بمستوى طبيعي أما الأسعار فـ بالنسبة للأسعار فهي مقبولة إلى حد ما وبالنسبة للخدمة فـ أسوأ خدمة جربتها في حياتي,الأكل، الأسعار، الخدمة,"[0, 0, -1]","['الأكل', 'الأسعار', 'الخدمة']"
Restaurants,0.0,في زيارتي الأخيرة، الأسعار كانت متوسطة ومناسبة لجودة المكان بالإضافة إلى ذلك، المكان يلمع من النظافة والاهتمام بالتفاصيل بالإضافة إلى ذلك، بالنسبة للأكل فهو بمستوى طبيعي أما الخدمة فـ تعامل الويترز كان عادياً,الأسعار، النظافة، الأكل، الخدمة,"[0, 1, 0, 0]","['الأسعار', 'النظافة', 'الأكل', 'الخدمة']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا أما الغرفة فـ كانت عادية وتفي بالغرض. والموقع مقبول ولا بأس به مقارنة بالسعر في حين أن الإفطار كان مقبولاً لكنه يفتقر للتنوع,الاستقبال، الغرفة، الموقع، الإفطار,"[0, 0, 0, 0]","['الاستقبال', 'الغرفة', 'الموقع', 'الإفطار']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: الخدمة في المطعم كانت روتينية بالإضافة إلى ذلك، نظافة المكان بشكل عام كانت مقبولة,الخدمة، النظافة,"[0, 0]","['الخدمة', 'النظافة']"
Hotels,1.0,بصراحة، الإفطار كان لذيذاً ومتنوعاً جداً. بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها في حين أن موقع المكان عادي ويمكن الوصول إليه بسهولة,الإفطار، الغرفة، الموقع,"[1, 0, 0]","['الإفطار', 'الغرفة', 'الموقع']"
Restaurants,1.0,الأسعار ممتازة ورخيصة مقارنة بالكمية في حين أن الخدمة في المطعم كانت روتينية، كما أن الطاولات كانت نظيفة بشكل معتاد,الأسعار، الخدمة، النظافة,"[1, 0, 0]","['الأسعار', 'الخدمة', 'النظافة']"
Attractions,-1.0,قرأت تقييمات كثيرة وقررت التجربة، أسعار التذاكر غالية جداً ومبالغ فيها وبالنسبة للمكان فـ وجهة سياحية رائعة وتستحق الزيارة تكراراً. وفوضى عارمة وسوء تنظيم واضح,التذاكر، المكان، التنظيم,"[-1, 1, -1]","['التذاكر', 'المكان', 'التنظيم']"
Restaurants,0.0,في زيارتي الأخيرة، المطعم نظيف لحد معقول أما الأكل فـ طعم كان عادياً ولا يوجد فيه نكهة مميزة وبالنسبة للخدمة فـ تعامل الويترز كان عادياً وبالنسبة للأسعار فـ كانت متوسطة ومناسبة لجودة المكان,النظافة، الأكل، الخدمة، الأسعار,"[0, 0, 0, 0]","['النظافة', 'الأكل', 'الخدمة', 'الأسعار']"
Hotels,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: موقع الفندق ممتاز جداً وإطلالته خرافية، كما أن بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها,الموقع، الغرفة,"[1, 0]","['الموقع', 'الغرفة']"
Restaurants,-1.0,قرأت تقييمات كثيرة وقررت التجربة، الأسعار مبالغ فيها وغالية جداً. ومستوى النظافة عادي ولا بأس به,الأسعار، النظافة,"[-1, 0]","['الأسعار', 'النظافة']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الوجهة كانت عادية ولم تبهرني كثيراً أما التذاكر فـ أسعار رخيصة جداً ومناسبة للجميع وبالنسبة للتنظيم فـ لا بأس ب بشكل عام، كما أن لا توجد فعاليات تذكر والأنشطة سيئة,المكان، التذاكر، التنظيم، الفعاليات,"[0, 1, 0, -1]","['المكان', 'التذاكر', 'التنظيم', 'الفعاليات']"
Hotels,-1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، موظفو الاستقبال قاموا بعملهم بشكل روتيني بالإضافة إلى ذلك، الإفطار سيء جداً والخيارات محدودة بالإضافة إلى ذلك، الموقع بعيد جداً ومقطوع عن الخدمات. وأثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً,الاستقبال، الإفطار، الموقع، الغرفة,"[0, -1, -1, 0]","['الاستقبال', 'الإفطار', 'الموقع', 'الغرفة']"
Attractions,0.0,سعر التذاكر كان متوسطا ومقبولا، كما أن الفعاليات كانت تقليدية ومكررة بالإضافة إلى ذلك، فوضى عارمة وسوء تنظيم واضح. بشكل عام المكان طبيعي كأي حديقة أخرى,التذاكر، الفعاليات، التنظيم، المكان,"[0, 0, -1, 0]","['التذاكر', 'الفعاليات', 'التنظيم', 'المكان']"
Hotels,0.0,الموقع لا يتميز بشيء خاص ولكنه مناسب. بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها، كما أن طاقم الاستقبال كان عادياً في التعامل,الموقع، الغرفة، الاستقبال,"[0, 0, 0]","['الموقع', 'الغرفة', 'الاستقبال']"
Restaurants,0.0,الطلبات كانت متوسطة المستوى ولا بأس بها. السعر كان عاديا وليس مبالغا فيه,الأكل، الأسعار,"[0, 0]","['الأكل', 'الأسعار']"
Restaurants,-1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الأكل مقبول لكنني تذوقت أفضل منه. والخدمة في المطعم كانت روتينية في حين أن الأسعار مبالغ فيها وغالية جداً. والنظافة معدومة في هذا المطعم,الأكل، الخدمة، الأسعار، النظافة,"[0, 0, -1, -1]","['الأكل', 'الخدمة', 'الأسعار', 'النظافة']"
Attractions,-1.0,في زيارتي الأخيرة، قيمة التذكرة عادية وبالنسبة للفعاليات فـ لا توجد فعاليات تذكر والأنشطة سيئة,التذاكر، الفعاليات,"[0, -1]","['التذاكر', 'الفعاليات']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: أسعار الدخول طبيعية مقارنة بالفعاليات، كما أن العروض المقدمة كانت في المستوى الطبيعي، كما أن مساحة المكان وتصميمه مقبول ولا بأس به,التذاكر، الفعاليات، المكان,"[0, 0, 0]","['التذاكر', 'الفعاليات', 'المكان']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، مساحة الغرفة كانت متوسطة كما توقعنا بالإضافة إلى ذلك، موقع الفندق يعتبر متوسطا من حيث القرب للخدمات، كما أن بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة,الغرفة، الموقع، الإفطار,"[0, 0, 0]","['الغرفة', 'الموقع', 'الإفطار']"
Attractions,0.0,بصراحة، لا بأس بالتنظيم بشكل عام وبالنسبة للمكان فـ بشكل عام طبيعي كأي حديقة أخرى بالإضافة إلى ذلك، أسعار التذاكر رخيصة جداً ومناسبة للجميع بالإضافة إلى ذلك، العروض المقدمة كانت في المستوى الطبيعي,التنظيم، المكان، التذاكر، الفعاليات,"[0, 0, 1, 0]","['التنظيم', 'المكان', 'التذاكر', 'الفعاليات']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، أسوأ خدمة جربتها في حياتي وبالنسبة للأسعار فـ أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى. والطاولات كانت نظيفة بشكل معتاد في حين أن طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة,الخدمة، الأسعار، النظافة، الأكل,"[-1, 0, 0, 0]","['الخدمة', 'الأسعار', 'النظافة', 'الأكل']"
Hotels,0.0,ترحيب حار جداً من طاقم الاستقبال. والموقع استراتيجي وقريب من كل الفعاليات وبالنسبة للإفطار فـ وجبة كانت عادية ولم تكن مميزة. والغرفة ضيقة جداً ومكتومة,الاستقبال، الموقع، الإفطار، الغرفة,"[1, 1, 0, -1]","['الاستقبال', 'الموقع', 'الإفطار', 'الغرفة']"
Hotels,0.0,في زيارتي الأخيرة، أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً، كما أن الموقع لا يتميز بشيء خاص ولكنه مناسب، كما أن الاستقبال كان مقبولا بشكل عام,الغرفة، الموقع، الاستقبال,"[0, 0, 0]","['الغرفة', 'الموقع', 'الاستقبال']"
Hotels,0.0,بصراحة، الموقع لا يتميز بشيء خاص ولكنه مناسب، كما أن موظفو الاستقبال في قمة الرقي والتعاون. بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها وبالنسبة للإفطار فـ بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر,الموقع، الاستقبال، الغرفة، الإفطار,"[0, 1, 0, 0]","['الموقع', 'الاستقبال', 'الغرفة', 'الإفطار']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: بالنسبة للأكل فهو بمستوى طبيعي وبالنسبة للنظافة فالمطعم نظيف لحد معقول وبالنسبة للأسعار فـ بالنسبة للأسعار فهي مقبولة إلى حد ما. سرعة الخدمة كانت في المعدل الطبيعي والمقبول,الأكل، النظافة، الأسعار، الخدمة,"[0, 0, 0, 0]","['الأكل', 'النظافة', 'الأسعار', 'الخدمة']"
Attractions,0.0,الفعاليات مقبولة وتمضية وقت ليس إلا وبالنسبة للمكان فالوجهة كانت عادية ولم تبهرني كثيراً أما التنظيم فـ مرتبين جداً و احترافي بالإضافة إلى ذلك، قيمة التذكرة عادية,الفعاليات، المكان، التنظيم، التذاكر,"[0, 0, 1, 0]","['الفعاليات', 'المكان', 'التنظيم', 'التذاكر']"
Restaurants,-1.0,قمت بتجربة هذا المكان وملاحظاتي هي: المطعم نظيف لحد معقول. الأكل كان بارداً وطعمه سيء جداً. ومستوى الخدمة لا بأس به,النظافة، الأكل، الخدمة,"[0, -1, 0]","['النظافة', 'الأكل', 'الخدمة']"
Hotels,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: موظفو الاستقبال قاموا بعملهم بشكل روتيني بالإضافة إلى ذلك، بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر,الاستقبال، الإفطار,"[0, 0]","['الاستقبال', 'الإفطار']"
Hotels,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً وبالنسبة للإفطار فـ بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر، كما أن الاستقبال كان مقبولا بشكل عام,الغرفة، الإفطار، الاستقبال,"[0, 0, 0]","['الغرفة', 'الإفطار', 'الاستقبال']"
Attractions,-1.0,التجربة بشكل عام كانت متفاوتة، الفعاليات مقبولة وتمضية وقت ليس إلا. لا أنصح بزيارة المكان فهو سيء للغاية. سعر التذاكر كان متوسطا ومقبولا,الفعاليات، المكان، التذاكر,"[0, -1, 0]","['الفعاليات', 'المكان', 'التذاكر']"
Hotels,-1.0,التجربة بشكل عام كانت متفاوتة، للأسف الغرفة كانت سيئة وغير نظيفة على الإطلاق في حين أن الاستقبال كان مقبولا بشكل عام، كما أن بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر,الغرفة، الاستقبال، الإفطار,"[-1, 0, 0]","['الغرفة', 'الاستقبال', 'الإفطار']"
Hotels,-1.0,قرأت تقييمات كثيرة وقررت التجربة، بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها. وواجهنا بطء شديد ومماطلة من موظفي الاستقبال وبالنسبة للموقع فـ لا يتميز بشيء خاص ولكنه مناسب,الغرفة، الاستقبال، الموقع,"[0, -1, 0]","['الغرفة', 'الاستقبال', 'الموقع']"
Restaurants,0.0,في زيارتي الأخيرة، المطعم غالي بشكل مبالغ فيه ولا يستحق أما الخدمة فـ في المطعم كانت روتينية، كما أن كل الأطباق كانت مطبوخة باحترافية وطعمها خيال,الأسعار، الخدمة، الأكل,"[-1, 0, 1]","['الأسعار', 'الخدمة', 'الأكل']"
Hotels,-1.0,بصراحة، موقع المكان عادي ويمكن الوصول إليه بسهولة. ووجبة الإفطار كانت عادية ولم تكن مميزة بالإضافة إلى ذلك، واجهنا بطء شديد ومماطلة من موظفي الاستقبال بالإضافة إلى ذلك، للأسف الغرفة كانت سيئة وغير نظيفة على الإطلاق,الموقع، الإفطار، الاستقبال، الغرفة,"[0, 0, -1, -1]","['الموقع', 'الإفطار', 'الاستقبال', 'الغرفة']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الطاولات كانت نظيفة بشكل معتاد، كما أن بالنسبة للأكل فهو بمستوى طبيعي,النظافة، الأكل,"[0, 0]","['النظافة', 'الأكل']"
